"","sample_name","0.001","0.2001","0.4001","0.5001","0.6001","0.7001","0.8001","1.001","1.251","1.401","1.801","2.001","2.201","2.301","2.401","2.601","2.801","3.001","3.301","3.501","4.001","4.501","5.001","5.501","6.001","6.501","7.001","7.501","8.001","8.501","9.001","9.501","10.001","10.501","11.001","11.501","12.001","12.501","13.001","13.501","14.001","14.501","15.001","15.501","16.001","16.501","17.001","17.501","18.001","18.501","19.001","19.501","20.001","20.501","21.001","21.501","22.001","22.501","23.001","23.501","24.001","24.501","25.001","25.501","26.001","26.501","27.001","27.501","28.001","28.501","29.001","29.501","30.001","30.501","31.001","31.501","32.001","32.501","33.001","33.501","34.001","34.501","35.001","35.501","36.001","36.501","37.001","37.501","38.001","38.501","39.001","39.501","40.001","40.501","41.001","41.501","42.001","42.501","43.001","43.501","44.001","44.501","45.001","45.501","46.001","46.501","47.001","47.501","48.001","48.501","49.001","49.501","50.001","V2"
"1","Movie-10000-Image Export-01merge.txt",4,0,1,0,0,2,3,8,12,23,14,4,8,0,6,9,3,6,3,5,5,1,2,2,0,2,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2","Movie-10002-Image Export-02merge.txt",5,8,5,2,4,5,18,34,23,46,10,13,6,5,6,12,11,8,4,7,5,5,4,0,4,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3","Movie-10004-Image Export-03merge.txt",9,6,4,5,7,3,22,26,14,27,11,7,4,2,7,4,8,5,2,5,6,2,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4","Movie-10006-Image Export-04merge.txt",0,1,0,1,4,0,7,5,5,7,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","Movie-10008-Image Export-05merge.txt",4,1,0,0,0,1,0,3,5,9,3,3,5,2,2,5,2,3,3,5,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6","Movie-10010-Image Export-06merge.txt",1,0,0,1,2,0,4,5,4,6,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","Movie-10012-Image Export-07merge.txt",0,1,2,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","Movie-10014-Image Export-08merge.txt",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","Movie-10017-Image Export-09merge.txt",0,1,0,0,0,0,3,4,2,2,1,1,2,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
